frequency_hz,ensemble_average_psd_v2_per_hz
3.896701107063857972e+00,6.361685010132901746e-11
3.900034469858608688e+00,6.114342603652156554e-12
3.903367832653359848e+00,2.711885614250696724e-10
3.906701195448110564e+00,2.002931376928719318e-11
3.910034558242861724e+00,2.575475017680480590e-11
3.913367921037612440e+00,4.232711136694573728e-11
3.916701283832363600e+00,1.619650256668385022e-11
3.920034646627114316e+00,3.771454003903932717e-11
3.923368009421865477e+00,5.143848333941558173e-11
3.926701372216616193e+00,7.521261436243285725e-11
3.930034735011367353e+00,3.417619262843654155e-11
3.933368097806118069e+00,7.592800728264011534e-11
3.936701460600869229e+00,1.000710378603944288e-10
3.940034823395619945e+00,1.568436206505047539e-10
3.943368186190371105e+00,2.140628386106457966e-13
3.946701548985121821e+00,1.441660399332692849e-11
3.950034911779872981e+00,8.819458872846235166e-11
3.953368274574623698e+00,1.068198762090858541e-11
3.956701637369374858e+00,4.032060538167346775e-11
3.960035000164126018e+00,1.937634994786824625e-10
3.963368362958876734e+00,1.475259233409294547e-10
3.966701725753627894e+00,1.546532166631817412e-10
3.970035088548378610e+00,7.449164636472638840e-12
3.973368451343129770e+00,3.405782556857628900e-11
3.976701814137880486e+00,2.561342779224696273e-10
3.980035176932631646e+00,1.984876206876033260e-11
3.983368539727382363e+00,1.340540048125782409e-10
3.986701902522133523e+00,1.021334417356069653e-10
3.990035265316884239e+00,5.216073901683988263e-11
3.993368628111635399e+00,1.033173100094827304e-10
3.996701990906386115e+00,9.875985026758536144e-11
4.000035353701137275e+00,2.585100725516078767e-11
4.003368716495888435e+00,2.861572612840260853e-11
4.006702079290638707e+00,1.963524475168009366e-10
4.010035442085389867e+00,2.669235269487624760e-11
4.013368804880141028e+00,1.539009809616661860e-11
4.016702167674892188e+00,1.571954029631842328e-10
4.020035530469642460e+00,1.434310869879604411e-10
4.023368893264393620e+00,5.842545350835279350e-11
4.026702256059144780e+00,1.545214758333534592e-11
4.030035618853895940e+00,1.656067724596476791e-11
4.033368981648646212e+00,2.132828223392190399e-11
4.036702344443397372e+00,7.717863969716293714e-11
4.040035707238148532e+00,5.953043086130898887e-11
4.043369070032899693e+00,2.984573022635804843e-11
4.046702432827650853e+00,2.694610801889324163e-10
4.050035795622401125e+00,7.360184639072713993e-12
4.053369158417152285e+00,2.999739032545971033e-11
4.056702521211903445e+00,2.452818165406525378e-11
4.060035884006654605e+00,1.226851873544636030e-10
4.063369246801404877e+00,3.300081124509257513e-10
4.066702609596156037e+00,3.156090546210513199e-11
4.070035972390907197e+00,9.963753850779539078e-11
4.073369335185658358e+00,1.256230831194909481e-10
4.076702697980408630e+00,2.371542262150706814e-11
4.080036060775159790e+00,1.742148023722111954e-10
4.083369423569910950e+00,6.610884321644628553e-11
4.086702786364662110e+00,5.342281434068294043e-11
4.090036149159412382e+00,4.497004895307610215e-11
4.093369511954163542e+00,9.667140999866220374e-11
4.096702874748914702e+00,1.634133837157269712e-10
4.100036237543665862e+00,1.110458334245693959e-10
4.103369600338416134e+00,6.978762158496172315e-11
4.106702963133167295e+00,1.617093047945028831e-10
4.110036325927918455e+00,2.641926845852048663e-10
4.113369688722669615e+00,1.038268002104431806e-11
4.116703051517420775e+00,2.200445422149802298e-10
4.120036414312171047e+00,2.514026180968421296e-11
4.123369777106922207e+00,2.420482078863311536e-11
4.126703139901673367e+00,1.978790891203816142e-11
4.130036502696424527e+00,3.119243903313061609e-11
4.133369865491174799e+00,9.459423963160645286e-11
4.136703228285925960e+00,4.109958236254363810e-10
4.140036591080677120e+00,3.922912389897497276e-11
4.143369953875428280e+00,1.026766656899620200e-10
4.146703316670178552e+00,1.302398984538164227e-10
4.150036679464929712e+00,7.798092594439422758e-12
4.153370042259680872e+00,7.379143146346409190e-10
4.156703405054432032e+00,1.890953293079644183e-10
4.160036767849182304e+00,1.899523730226799681e-10
4.163370130643933464e+00,3.196249130614312851e-12
4.166703493438684625e+00,7.447570002680314329e-12
4.170036856233435785e+00,8.654704671602890454e-11
4.173370219028186057e+00,3.941577898558412017e-11
4.176703581822937217e+00,1.769761276400914471e-11
4.180036944617688377e+00,9.106906000867333981e-11
4.183370307412439537e+00,5.927411698525715768e-11
4.186703670207189809e+00,1.397930650687832423e-10
4.190037033001940969e+00,1.668160864851675901e-11
4.193370395796692129e+00,4.533559864941807767e-11
4.196703758591443290e+00,5.076238608107799663e-11
4.200037121386194450e+00,1.618733086768254942e-10
4.203370484180944722e+00,9.474232191367722466e-11
4.206703846975695882e+00,3.767445186030144920e-11
4.210037209770447042e+00,4.121482574948978583e-11
4.213370572565198202e+00,2.262372712383005178e-10
4.216703935359948474e+00,2.909628039534104341e-10
4.220037298154699634e+00,4.467273191485313570e-11
4.223370660949450794e+00,8.937861420480329622e-11
4.226704023744201955e+00,2.102616465854351783e-10
4.230037386538952227e+00,3.298421408187520455e-11
4.233370749333703387e+00,5.018539575313841672e-11
4.236704112128454547e+00,5.701101008828647982e-11
4.240037474923205707e+00,1.968816837038207300e-10
4.243370837717955979e+00,5.849831660310907056e-11
4.246704200512707139e+00,5.169267588263628490e-11
4.250037563307458299e+00,7.525998994061417169e-11
4.253370926102209459e+00,4.567586870150290376e-11
4.256704288896959731e+00,2.398703585811447166e-10
4.260037651691710892e+00,2.251249038346101035e-10
4.263371014486462052e+00,1.096315287121145713e-10
4.266704377281213212e+00,3.131619815314476533e-11
4.270037740075964372e+00,2.349296581075692355e-10
4.273371102870714644e+00,8.932640094785244049e-11
4.276704465665465804e+00,5.063596863557356622e-11
4.280037828460216964e+00,4.137341949155936637e-12
4.283371191254968124e+00,1.020353194559987929e-10
4.286704554049718396e+00,1.350539425923961643e-11
4.290037916844469557e+00,5.027259132707973917e-11
4.293371279639220717e+00,1.274182553448714678e-10
4.296704642433971877e+00,4.206327913671110030e-11
4.300038005228722149e+00,6.538830083876765111e-12
4.303371368023473309e+00,1.259193033062535484e-10
4.306704730818224469e+00,7.412820077565063528e-11
4.310038093612975629e+00,2.802442001407925971e-11
4.313371456407725901e+00,4.237604203423035215e-10
4.316704819202477061e+00,4.239573482632233817e-11
4.320038181997228222e+00,8.201104355883114775e-11
4.323371544791979382e+00,1.423223987921385219e-11
4.326704907586729654e+00,3.066859904477847798e-12
4.330038270381480814e+00,5.555380694595221772e-12
4.333371633176231974e+00,1.057745729511135582e-10
4.336704995970983134e+00,7.092504307551682938e-11
4.340038358765733406e+00,1.086086921226449527e-10
4.343371721560484566e+00,4.650314764317093951e-11
4.346705084355235726e+00,2.956607388409162983e-11
4.350038447149986887e+00,2.524735205958391570e-10
4.353371809944738047e+00,1.627959321092450457e-10
4.356705172739488319e+00,5.625364134467676618e-10
4.360038535534239479e+00,7.267980912797330735e-11
4.363371898328990639e+00,1.078459311547424524e-10
4.366705261123741799e+00,7.850498223380267175e-11
4.370038623918492071e+00,4.443491307539848971e-11
4.373371986713243231e+00,2.481697593538843490e-11
4.376705349507994391e+00,2.287894958017328065e-10
4.380038712302745552e+00,2.204756680910465270e-11
4.383372075097495824e+00,1.539387094771179954e-10
4.386705437892246984e+00,6.856424186518831370e-11
4.390038800686998144e+00,1.233914198345362628e-10
4.393372163481749304e+00,4.082833969355284840e-11
4.396705526276499576e+00,3.239553469471680720e-11
4.400038889071250736e+00,2.743674261826434620e-11
4.403372251866001896e+00,2.574917344416958744e-10
4.406705614660753056e+00,9.645586657313961737e-11
4.410038977455503328e+00,1.773189360762479783e-10
4.413372340250254489e+00,1.049920784930140835e-10
4.416705703045005649e+00,1.966698113065005107e-10
4.420039065839756809e+00,2.835766050259943733e-11
4.423372428634507969e+00,8.026789037091878032e-11
4.426705791429258241e+00,2.462621283367542474e-10
4.430039154224009401e+00,3.242500424794193071e-11
4.433372517018760561e+00,1.210175708527153344e-10
4.436705879813511721e+00,1.407477218744893479e-10
4.440039242608261993e+00,1.829574735290577042e-10
4.443372605403013154e+00,1.007957954835520496e-11
4.446705968197764314e+00,3.149986733659007470e-11
4.450039330992515474e+00,3.398260405765881776e-11
4.453372693787265746e+00,5.643302109862095585e-11
4.456706056582016906e+00,2.316205890367373541e-11
4.460039419376768066e+00,3.737408585287851176e-12
4.463372782171519226e+00,7.709333673502266483e-11
4.466706144966269498e+00,5.040785015635925955e-11
4.470039507761020658e+00,2.203137551212337515e-10
4.473372870555771819e+00,5.565223962339843550e-11
4.476706233350522979e+00,2.214855323879079848e-10
4.480039596145273251e+00,4.743839035445415715e-11
4.483372958940024411e+00,3.398705998974281135e-11
4.486706321734775571e+00,2.136692201267571242e-11
4.490039684529526731e+00,1.472014104350284618e-11
4.493373047324277003e+00,2.510226642853516842e-10
4.496706410119028163e+00,9.677435591682817822e-11
4.500039772913779323e+00,9.841856020841649523e-11
4.503373135708530484e+00,8.048276093936454992e-12
4.506706498503281644e+00,3.076142316740158737e-11
4.510039861298031916e+00,1.489292949186618665e-10
4.513373224092783076e+00,3.728815250400118676e-12
4.516706586887534236e+00,2.655512233290888614e-10
4.520039949682285396e+00,2.292714524333239131e-11
4.523373312477035668e+00,2.492422554625387447e-10
4.526706675271786828e+00,1.525156017175525782e-12
4.530040038066537988e+00,9.213805564345983752e-13
4.533373400861289149e+00,4.349863716036416120e-11
4.536706763656039421e+00,5.680449256997980844e-11
4.540040126450790581e+00,8.895539667616473017e-11
4.543373489245541741e+00,1.719524334899673952e-10
4.546706852040292901e+00,2.234955898527700752e-10
4.550040214835043173e+00,7.783657532414489482e-11
4.553373577629794333e+00,2.285499916419262537e-10
4.556706940424545493e+00,2.242098757622189842e-11
4.560040303219296653e+00,4.992833353100626423e-11
4.563373666014046925e+00,5.342871421922627050e-13
4.566707028808798086e+00,1.829020428655842553e-11
4.570040391603549246e+00,1.064452362444930123e-10
4.573373754398300406e+00,2.053215450794429188e-10
4.576707117193050678e+00,3.789986956231451272e-11
4.580040479987801838e+00,2.183768121426417530e-11
4.583373842782552998e+00,9.234117982241977773e-11
4.586707205577304158e+00,9.749461127843784123e-12
4.590040568372055318e+00,3.070238278945055235e-10
4.593373931166805590e+00,1.079970769398069598e-10
4.596707293961556751e+00,5.720611066122622795e-11
4.600040656756307911e+00,7.162829956839782624e-11
4.603374019551059071e+00,1.685211507917221277e-10
4.606707382345809343e+00,3.780515500708915294e-10
4.610040745140560503e+00,7.325913378174783170e-11
4.613374107935311663e+00,6.832824626589265225e-11
4.616707470730062823e+00,3.089970051713353701e-11
4.620040833524813095e+00,2.027263419493268662e-10
4.623374196319564255e+00,7.336080359100427618e-12
4.626707559114315416e+00,6.143464536464499636e-11
4.630040921909066576e+00,1.535488952799982246e-10
4.633374284703816848e+00,4.362591797701991246e-11
4.636707647498568008e+00,4.814341931536303897e-11
4.640041010293319168e+00,1.031958354316300259e-10
4.643374373088070328e+00,9.545906148835840569e-11
4.646707735882820600e+00,7.582150210555473833e-11
4.650041098677571760e+00,4.655056118250448805e-11
4.653374461472322920e+00,7.273566922696149318e-11
4.656707824267074081e+00,1.295502690560259588e-11
4.660041187061825241e+00,7.606786762852620120e-11
4.663374549856575513e+00,1.373094677550753541e-10
4.666707912651326673e+00,2.362644821356653843e-10
4.670041275446077833e+00,1.993653698953880786e-10
4.673374638240828993e+00,5.769667770820166053e-11
4.676708001035579265e+00,1.158982544084448118e-10
4.680041363830330425e+00,4.676759854923849173e-11
4.683374726625081585e+00,1.590512690835059622e-10
4.686708089419832746e+00,7.471154728717187739e-13
4.690041452214583018e+00,1.158211340329933807e-10
4.693374815009334178e+00,6.033927797128073201e-12
4.696708177804085338e+00,8.094276049317419061e-11
4.700041540598836498e+00,4.649529665974514898e-12
4.703374903393586770e+00,4.271065565525904486e-10
4.706708266188337930e+00,5.559553699475850815e-11
4.710041628983089090e+00,2.136822762789472239e-10
4.713374991777840251e+00,1.825387206921241536e-10
4.716708354572590522e+00,4.799821917468229091e-11
4.720041717367341683e+00,3.252754885227883333e-12
4.723375080162092843e+00,3.219746315864581993e-10
4.726708442956844003e+00,1.878561125493960075e-10
4.730041805751594275e+00,3.972685798344806129e-11
4.733375168546345435e+00,1.262210963265978578e-11
4.736708531341096595e+00,1.118307266412373859e-10
4.740041894135847755e+00,4.787904906062235783e-10
4.743375256930598916e+00,7.774374276741530396e-12
4.746708619725349187e+00,1.392449905814079339e-10
4.750041982520100348e+00,7.545251483816206754e-11
4.753375345314851508e+00,1.069109519656690086e-10
4.756708708109602668e+00,1.410973597309975663e-10
4.760042070904352940e+00,3.308051584179853003e-10
4.763375433699104100e+00,2.109518287857309033e-10
4.766708796493855260e+00,2.198024277336398413e-10
4.770042159288606420e+00,4.307235196094643188e-11
4.773375522083356692e+00,1.310206834642081670e-10
4.776708884878107853e+00,6.530229399013321144e-11
4.780042247672859013e+00,6.636281480133295024e-11
4.783375610467610173e+00,9.285116329477660387e-11
4.786708973262360445e+00,5.940533448097842267e-11
4.790042336057111605e+00,9.040253954869359098e-11
4.793375698851862765e+00,5.900006343704850932e-11
4.796709061646613925e+00,9.223004278161594952e-10
4.800042424441364197e+00,2.359556304775332316e-11
4.803375787236115357e+00,2.100286727144980950e-10
4.806709150030866518e+00,4.684562641058543729e-11
4.810042512825617678e+00,3.295138430355972103e-11
4.813375875620368838e+00,2.996041216689575168e-11
4.816709238415119110e+00,2.638795758879490722e-11
4.820042601209870270e+00,2.278952349616854385e-11
4.823375964004621430e+00,2.793943116373172373e-11
4.826709326799372590e+00,1.070741102573352836e-11
4.830042689594122862e+00,2.734402719495515566e-11
4.833376052388874022e+00,2.060092927861151790e-10
4.836709415183625183e+00,4.702369539459662059e-11
4.840042777978376343e+00,2.115576583277637870e-11
4.843376140773126615e+00,3.058564895234765978e-11
4.846709503567877775e+00,1.364565364965745939e-10
4.850042866362628935e+00,7.001213115758610887e-11
4.853376229157380095e+00,3.544579091840343201e-11
4.856709591952130367e+00,1.528359570274165117e-10
4.860042954746881527e+00,7.937327471150309651e-11
4.863376317541632687e+00,1.452724968285313461e-10
4.866709680336383848e+00,1.114341364883867332e-11
4.870043043131134120e+00,1.050307043125625964e-11
4.873376405925885280e+00,4.014775713206985628e-11
4.876709768720636440e+00,3.552473861615282671e-11
4.880043131515387600e+00,2.761520198400842019e-12
4.883376494310137872e+00,6.218848073510575117e-11
4.886709857104889032e+00,1.191941697575915364e-10
4.890043219899640192e+00,3.345686502083879384e-10
4.893376582694391352e+00,7.873755666461860875e-11
4.896709945489142513e+00,8.475696000659709129e-11
4.900043308283892785e+00,1.435226428160324401e-10
4.903376671078643945e+00,3.656993747423743452e-12
4.906710033873395105e+00,1.348233416220081187e-10
4.910043396668146265e+00,2.094369585642350091e-10
4.913376759462896537e+00,2.435981949140434581e-11
4.916710122257647697e+00,1.298235294851724345e-10
4.920043485052398857e+00,1.090643175561255718e-10
4.923376847847150017e+00,9.949417588978719569e-11
4.926710210641900289e+00,2.139587938139391423e-12
4.930043573436651450e+00,7.533056537701599499e-11
4.933376936231402610e+00,7.311807906620812876e-11
4.936710299026153770e+00,1.659498569008018588e-10
4.940043661820904042e+00,7.987835150091728642e-11
4.943377024615655202e+00,7.650863996585532790e-12
4.946710387410406362e+00,1.805908157268571288e-10
4.950043750205157522e+00,2.683132180261082614e-10
4.953377112999907794e+00,1.918136332785923928e-10
4.956710475794658954e+00,6.583953735213588542e-12
4.960043838589410115e+00,1.204288617613526743e-10
4.963377201384161275e+00,1.285217245066586460e-12
4.966710564178912435e+00,2.746763318839238488e-11
4.970043926973662707e+00,5.774060879327746599e-11
4.973377289768413867e+00,5.154909968900108494e-10
4.976710652563165027e+00,6.910095723569751816e-11
4.980044015357916187e+00,9.855962958172465881e-11
4.983377378152666459e+00,2.007975171924305951e-10
4.986710740947417619e+00,1.621832655095899803e-11
4.990044103742168780e+00,6.438496751820234507e-11
4.993377466536919940e+00,3.468167714163982497e-10
4.996710829331670212e+00,1.166042820985966009e-11
5.000044192126421372e+00,1.588558462101755568e-10
5.003377554921172532e+00,8.851872280952067546e-11
5.006710917715923692e+00,1.659205551410324700e-11
5.010044280510673964e+00,1.584421882853067884e-10
5.013377643305425124e+00,7.588560305474723056e-11
5.016711006100176284e+00,2.498079933899559138e-11
5.020044368894927445e+00,9.870231638067911447e-11
5.023377731689677717e+00,2.148475297538399377e-11
5.026711094484428877e+00,2.550164069465273250e-11
5.030044457279180037e+00,3.959567990122336287e-11
5.033377820073931197e+00,1.133785425884396525e-10
5.036711182868681469e+00,5.110657277662209309e-12
5.040044545663432629e+00,6.856414050119601531e-11
5.043377908458183789e+00,2.186106262002130649e-10
5.046711271252934949e+00,1.781031259335692922e-11
5.050044634047686110e+00,5.437141456637650183e-11
5.053377996842436382e+00,2.198167725277288887e-11
5.056711359637187542e+00,7.651380365532556273e-12
5.060044722431938702e+00,3.069423411100788160e-13
5.063378085226689862e+00,3.124356538671541160e-10
5.066711448021440134e+00,4.072387304962853489e-13
5.070044810816191294e+00,3.355165140852424477e-11
5.073378173610942454e+00,2.201773755411498731e-11
5.076711536405693614e+00,1.377573816810555721e-11
5.080044899200443886e+00,5.128107424790349231e-11
5.083378261995195047e+00,4.450403403979670338e-11
5.086711624789946207e+00,8.152771183136266197e-11
5.090044987584697367e+00,1.025329804796754666e-10
5.093378350379447639e+00,1.125681126210392045e-10
5.096711713174198799e+00,3.494225688453879076e-11
5.100045075968949959e+00,2.421926314438154466e-11
5.103378438763701119e+00,5.036725253163843392e-11
5.106711801558451391e+00,2.334682323764678975e-11
5.110045164353202551e+00,4.139569326069887758e-11
5.113378527147953712e+00,1.354717794471942840e-10
5.116711889942704872e+00,7.138911902186569279e-11
5.120045252737455144e+00,1.015862629286284167e-10
5.123378615532206304e+00,1.915033573862256242e-10
5.126711978326957464e+00,1.174058592385938941e-10
5.130045341121708624e+00,2.203010159620164249e-11
5.133378703916459784e+00,1.489674803576764670e-11
5.136712066711210056e+00,2.724565098579218717e-11
5.140045429505961216e+00,5.985817016442906969e-13
5.143378792300712377e+00,7.990255304411335826e-11
5.146712155095463537e+00,1.392116411438097832e-10
5.150045517890213809e+00,3.865139453595340748e-13
5.153378880684964969e+00,1.809716950144997192e-11
5.156712243479716129e+00,2.519853524311837456e-10
5.160045606274467289e+00,7.536301203576922106e-11
5.163378969069217561e+00,1.614542174917781773e-10
5.166712331863968721e+00,2.673471553791661434e-11
5.170045694658719881e+00,1.411161197630427486e-10
5.173379057453471042e+00,7.050235369953286317e-11
5.176712420248221314e+00,8.213317924956022101e-11
5.180045783042972474e+00,3.287238796334793150e-11
5.183379145837723634e+00,1.152907612825762742e-10
5.186712508632474794e+00,9.816460081012181498e-11
5.190045871427225066e+00,4.079359876716432109e-11
5.193379234221976226e+00,5.618315081183312222e-12
5.196712597016727386e+00,1.660772814974797174e-11
5.200045959811478546e+00,3.855603015729487163e-11
5.203379322606229707e+00,1.168289302129877050e-12
5.206712685400979979e+00,3.511938532115853809e-11
5.210046048195731139e+00,1.356796266196995918e-11
5.213379410990482299e+00,1.574881050858389122e-11
5.216712773785233459e+00,9.944890712296994826e-11
5.220046136579983731e+00,9.501964602170067083e-11
5.223379499374734891e+00,1.628683030385773627e-10
5.226712862169486051e+00,4.195567191714029601e-11
5.230046224964237211e+00,1.944052149526273027e-10
5.233379587758987483e+00,3.038775527977213737e-10
5.236712950553738644e+00,1.445647705675344636e-12
5.240046313348489804e+00,8.041434440894616245e-11
5.243379676143240964e+00,2.151554418621541014e-12
5.246713038937991236e+00,1.278147249121438059e-10
5.250046401732742396e+00,4.985259411057707052e-11
5.253379764527493556e+00,4.953691606877275360e-11
5.256713127322244716e+00,2.411220014458430946e-11
5.260046490116994988e+00,1.445203793584277586e-11
5.263379852911746148e+00,2.394011447337494862e-10
5.266713215706497309e+00,1.196424669957293464e-11
5.270046578501248469e+00,1.263013739368657477e-10
5.273379941295998741e+00,1.554588156724979605e-10
5.276713304090749901e+00,1.555483108923395831e-10
5.280046666885501061e+00,2.917031120045416075e-10
5.283380029680252221e+00,1.707523028267018843e-11
5.286713392475003381e+00,1.734750155414934215e-10
5.290046755269753653e+00,9.264254158572802896e-11
5.293380118064504813e+00,1.552946559333788608e-11
5.296713480859255974e+00,8.778307306525265985e-10
5.300046843654007134e+00,1.853011917808799970e-10
5.303380206448757406e+00,1.759361319963269871e-11
5.306713569243508566e+00,1.999565320822138575e-10
5.310046932038259726e+00,3.971735446229155083e-11
5.313380294833010886e+00,1.213706562403901444e-10
5.316713657627761158e+00,9.962184845554031353e-11
5.320047020422512318e+00,1.810911832104780806e-10
5.323380383217263478e+00,2.233426451492124705e-10
5.326713746012014639e+00,3.532877629196924304e-11
5.330047108806764911e+00,4.238223742656120151e-11
5.333380471601516071e+00,1.193225723742654094e-10
5.336713834396267231e+00,1.434903373197657016e-11
5.340047197191018391e+00,1.740107326531258735e-10
5.343380559985768663e+00,2.636794847975243267e-10
5.346713922780519823e+00,4.182299684258422929e-11
5.350047285575270983e+00,1.507231339950617678e-10
5.353380648370022143e+00,1.140261466099817933e-10
5.356714011164773304e+00,6.562890017733286226e-11
5.360047373959523576e+00,2.387233369069643966e-10
5.363380736754274736e+00,2.320048565661317545e-10
5.366714099549025896e+00,5.027146177635470793e-11
5.370047462343777056e+00,2.279034568874951469e-10
5.373380825138527328e+00,2.112406154299515755e-11
5.376714187933278488e+00,2.527065617326301633e-11
5.380047550728029648e+00,1.596059254495293508e-11
5.383380913522780808e+00,6.071062821266667846e-11
5.386714276317531080e+00,5.735212021148717056e-11
5.390047639112282241e+00,3.290874872454660548e-10
5.393381001907033401e+00,3.247079837829419348e-11
5.396714364701784561e+00,1.446839317133216981e-11
5.400047727496534833e+00,1.183587102861399563e-10
5.403381090291285993e+00,9.611773670223854669e-11
5.406714453086037153e+00,6.040225933620943221e-11
5.410047815880788313e+00,1.210279856624175964e-11
5.413381178675538585e+00,2.466301256090154638e-13
5.416714541470289745e+00,1.735464545912350445e-12
5.420047904265040906e+00,8.131722922291896786e-12
5.423381267059792066e+00,6.060233114589872158e-11
5.426714629854542338e+00,2.244182595994640669e-10
5.430047992649293498e+00,3.411268239584335257e-12
5.433381355444044658e+00,4.983061298867909867e-11
5.436714718238795818e+00,6.421952350177034603e-11
5.440048081033546978e+00,2.282465535506160390e-10
5.443381443828297250e+00,9.346010346315782261e-13
5.446714806623048410e+00,6.283123594207195411e-11
5.450048169417799571e+00,7.014360586131187770e-11
5.453381532212550731e+00,2.639018568441085276e-10
5.456714895007301003e+00,7.848834963585052055e-11
5.460048257802052163e+00,1.231868954845867667e-10
5.463381620596803323e+00,6.469012515191325700e-11
5.466714983391554483e+00,3.078374404406130664e-12
5.470048346186304755e+00,2.191362600235805588e-10
5.473381708981055915e+00,2.883816076773983861e-11
5.476715071775807075e+00,1.015592429115491880e-11
5.480048434570558236e+00,2.450915359142754846e-10
5.483381797365308508e+00,1.739717611471386774e-10
5.486715160160059668e+00,3.303544550481255052e-11
5.490048522954810828e+00,3.557270069418378744e-11
5.493381885749561988e+00,8.911965270774073817e-11
5.496715248544312260e+00,1.396716754615538199e-11
5.500048611339063420e+00,1.423831979825800689e-10
5.503381974133814580e+00,2.722955535658681479e-10
5.506715336928565740e+00,4.672266524304933072e-11
5.510048699723316901e+00,2.251623513886077145e-10
5.513382062518067173e+00,8.992981233185003836e-11
5.516715425312818333e+00,2.221522107431861335e-10
5.520048788107569493e+00,3.979695866627182142e-10
5.523382150902320653e+00,3.304144906612912791e-11
5.526715513697070925e+00,4.061547842081117113e-11
5.530048876491822085e+00,9.305891785743577556e-12
5.533382239286573245e+00,3.646099914729222361e-11
5.536715602081324406e+00,6.453079947865293232e-11
5.540048964876074677e+00,1.580335839053320969e-10
5.543382327670825838e+00,2.703855612396388564e-11
5.546715690465576998e+00,4.724333846889468213e-11
5.550049053260328158e+00,3.652797682091977634e-11
5.553382416055078430e+00,1.111937822108621724e-10
5.556715778849829590e+00,1.335729327076991519e-10
5.560049141644580750e+00,7.512343840022310846e-11
5.563382504439331910e+00,1.687818796276236936e-10
5.566715867234082182e+00,6.632753442654638784e-11
5.570049230028833342e+00,2.510927560035387015e-10
5.573382592823584503e+00,7.584500683738392526e-11
5.576715955618335663e+00,8.044333485872294860e-13
5.580049318413085935e+00,9.592178594858375879e-11
5.583382681207837095e+00,1.150514375512743143e-10
5.586716044002588255e+00,3.619166625507018788e-11
5.590049406797339415e+00,4.968227171920013457e-11
5.593382769592090575e+00,9.065151085856160672e-11
5.596716132386840847e+00,1.946754360297808176e-11
5.600049495181592007e+00,4.818331158467176882e-11
5.603382857976343168e+00,3.041331936210980131e-11
5.606716220771094328e+00,1.881188129758015214e-11
5.610049583565844600e+00,7.410206804879437577e-11
5.613382946360595760e+00,2.143525778605299464e-10
5.616716309155346920e+00,2.979938099370650864e-10
5.620049671950098080e+00,2.287349834913664373e-10
5.623383034744848352e+00,2.951178545807254446e-11
5.626716397539599512e+00,4.233852003714129931e-11
5.630049760334350673e+00,6.103749408320965630e-11
5.633383123129101833e+00,9.825414343394775483e-11
5.636716485923852105e+00,5.424097841805177663e-11
5.640049848718603265e+00,2.424980000210091388e-11
5.643383211513354425e+00,5.409928357580874043e-11
5.646716574308105585e+00,1.023973409286488703e-11
5.650049937102855857e+00,3.281906016215691008e-11
5.653383299897607017e+00,2.783058168551470282e-10
5.656716662692358177e+00,4.929144531682594054e-10
5.660050025487109338e+00,2.182089885078486737e-11
5.663383388281860498e+00,8.124220963058190243e-12
5.666716751076610770e+00,2.958214312528143365e-11
5.670050113871361930e+00,3.235767267281225604e-11
5.673383476666113090e+00,7.525818171198092367e-11
5.676716839460864250e+00,1.930223539170171356e-10
5.680050202255614522e+00,1.475891512589252374e-11
5.683383565050365682e+00,7.076644594944789907e-11
5.686716927845116842e+00,6.922018873970871178e-12
5.690050290639868003e+00,8.496272576883120101e-11
5.693383653434618275e+00,1.497875528157722823e-10
5.696717016229369435e+00,3.766011629445477016e-11
5.700050379024120595e+00,1.119922326167529879e-10
5.703383741818871755e+00,1.663993815301263341e-12
5.706717104613622027e+00,1.721436669894609855e-10
5.710050467408373187e+00,2.023320666287594073e-11
5.713383830203124347e+00,2.853321505230590837e-11
5.716717192997875507e+00,2.643171354119402153e-10
5.720050555792625779e+00,1.186769766166673181e-10
5.723383918587376940e+00,6.670186506948837722e-11
5.726717281382128100e+00,1.396124097788759639e-10
5.730050644176879260e+00,2.373618343036050185e-10
5.733384006971629532e+00,1.204739325283990916e-10
5.736717369766380692e+00,1.634313804728601687e-10
5.740050732561131852e+00,2.351258163384291167e-10
5.743384095355883012e+00,3.875738044223146426e-11
5.746717458150634172e+00,6.241145690164986842e-11
5.750050820945384444e+00,1.780543458393206150e-10
5.753384183740135605e+00,1.390301737604404754e-10
5.756717546534886765e+00,5.622811574936265945e-11
5.760050909329637925e+00,1.523762209284986930e-10
5.763384272124388197e+00,5.097599576482602670e-12
5.766717634919139357e+00,1.924138800440358146e-10
5.770050997713890517e+00,5.754655087612090515e-11
5.773384360508641677e+00,1.229752256021174353e-10
5.776717723303391949e+00,4.311012618069580375e-11
5.780051086098143109e+00,2.788912717644174785e-11
5.783384448892894270e+00,1.420483781650756469e-12
5.786717811687645430e+00,1.035652982523615158e-11
5.790051174482395702e+00,2.457138247391048583e-10
5.793384537277146862e+00,1.192898685021398460e-10
5.796717900071898022e+00,1.300858439264812390e-10
5.800051262866649182e+00,6.074811308217612856e-11
5.803384625661399454e+00,2.974396819578237858e-10
5.806717988456150614e+00,6.179379583615795753e-12
5.810051351250901774e+00,4.001929300405562952e-12
5.813384714045652935e+00,5.096869239708700669e-11
5.816718076840403207e+00,2.521671587937623552e-10
5.820051439635154367e+00,5.240900849930373627e-11
5.823384802429905527e+00,2.185752860242521365e-11
5.826718165224656687e+00,1.122710215663413606e-10
5.830051528019407847e+00,1.798616268995492046e-10
5.833384890814158119e+00,2.223682999221321425e-10
