time_s,ensemble_average_voltage_v
8.150927958632239267e+01,2.494333055284288392e+00
8.153927932117198907e+01,2.494333055284288392e+00
8.156927905602157125e+01,2.494364844428168304e+00
8.159927879087115343e+01,2.494294908311632142e+00
8.162927852572073562e+01,2.494354248046875000e+00
8.165927826057031780e+01,2.494354248046875000e+00
8.168927799541991419e+01,2.494375440809461608e+00
8.171927773026949637e+01,2.494277954101562500e+00
8.174927746511907856e+01,2.494358486599392410e+00
8.177927719996866074e+01,2.494239807128906250e+00
8.180927693481824292e+01,2.494326697455512054e+00
8.183927666966783931e+01,2.494277954101562500e+00
8.186927640451742150e+01,2.494360605875650894e+00
8.189927613936700368e+01,2.494335174560546875e+00
8.192927587421658586e+01,2.494328816731770981e+00
8.195927560906616804e+01,2.494371202256944642e+00
8.198927534391576444e+01,2.494362725151909821e+00
8.201927507876534662e+01,2.494354248046875000e+00
8.204927481361492880e+01,2.494301266140408035e+00
8.207927454846451099e+01,2.494369082980685715e+00
8.210927428331409317e+01,2.494309743245442856e+00
8.213927401816368956e+01,2.494350009494357590e+00
8.216927375301327174e+01,2.494358486599392410e+00
8.219927348786285393e+01,2.494256761338975892e+00
8.222927322271243611e+01,2.494330936008029465e+00
8.225927295756201829e+01,2.494292789035373215e+00
8.228927269241161468e+01,2.494297027587890625e+00
8.231927242726119687e+01,2.494350009494357590e+00
8.234927216211077905e+01,2.494337293836805358e+00
8.237927189696036123e+01,2.494256761338975892e+00
8.240927163180994341e+01,2.494316101074218750e+00
8.243927136665953981e+01,2.494267357720269196e+00
8.246927110150912199e+01,2.494330936008029465e+00
8.249927083635870417e+01,2.494307623969183929e+00
8.252927057120828636e+01,2.494267357720269196e+00
8.255927030605786854e+01,2.494303385416666519e+00
8.258927004090745072e+01,2.494294908311632142e+00
8.261926977575704711e+01,2.494343651665581696e+00
8.264926951060662930e+01,2.494316101074218750e+00
8.267926924545621148e+01,2.494345770941840179e+00
8.270926898030579366e+01,2.494360605875650894e+00
8.273926871515537584e+01,2.494318220350477233e+00
8.276926845000497224e+01,2.494347890218099106e+00
8.279926818485455442e+01,2.494231330023871429e+00
8.282926791970413660e+01,2.494222852918836608e+00
8.285926765455371878e+01,2.494275834825304017e+00
8.288926738940330097e+01,2.494286431206597321e+00
8.291926712425289736e+01,2.494335174560546875e+00
8.294926685910247954e+01,2.494309743245442856e+00
8.297926659395206173e+01,2.494371202256944642e+00
8.300926632880164391e+01,2.494313981797960267e+00
8.303926606365122609e+01,2.494347890218099106e+00
8.306926579850082248e+01,2.494318220350477233e+00
8.309926553335040467e+01,2.494273715549045090e+00
8.312926526819998685e+01,2.494373321533203125e+00
8.315926500304956903e+01,2.494354248046875000e+00
8.318926473789915121e+01,2.494347890218099106e+00
8.321926447274874761e+01,2.494328816731770981e+00
8.324926420759832979e+01,2.494343651665581696e+00
8.327926394244791197e+01,2.494402991400824554e+00
8.330926367729749416e+01,2.494350009494357590e+00
8.333926341214707634e+01,2.494335174560546875e+00
8.336926314699667273e+01,2.494330936008029465e+00
8.339926288184625491e+01,2.494371202256944642e+00
8.342926261669583710e+01,2.494379679361979019e+00
8.345926235154541928e+01,2.494309743245442856e+00
8.348926208639500146e+01,2.494309743245442856e+00
8.351926182124459785e+01,2.494364844428168304e+00
8.354926155609418004e+01,2.494269476996527679e+00
8.357926129094376222e+01,2.494390275743272767e+00
8.360926102579334440e+01,2.494224972195095535e+00
8.363926076064292658e+01,2.494290669759114731e+00
8.366926049549252298e+01,2.494313981797960267e+00
8.369926023034210516e+01,2.494388156467013840e+00
8.372925996519168734e+01,2.494292789035373215e+00
8.375925970004126953e+01,2.494356367323133483e+00
8.378925943489085171e+01,2.494275834825304017e+00
8.381925916974044810e+01,2.494256761338975892e+00
8.384925890459003028e+01,2.494267357720269196e+00
8.387925863943961247e+01,2.494341532389322769e+00
8.390925837428919465e+01,2.494347890218099106e+00
8.393925810913877683e+01,2.494309743245442856e+00
8.396925784398837322e+01,2.494294908311632142e+00
8.399925757883795541e+01,2.494222852918836608e+00
8.402925731368753759e+01,2.494305504692925446e+00
8.405925704853711977e+01,2.494364844428168304e+00
8.408925678338670195e+01,2.494364844428168304e+00
8.411925651823629835e+01,2.494337293836805358e+00
8.414925625308588053e+01,2.494364844428168304e+00
8.417925598793546271e+01,2.494360605875650894e+00
8.420925572278504490e+01,2.494358486599392410e+00
8.423925545763462708e+01,2.494364844428168304e+00
8.426925519248422347e+01,2.494307623969183929e+00
8.429925492733380565e+01,2.494330936008029465e+00
8.432925466218338784e+01,2.494307623969183929e+00
8.435925439703297002e+01,2.494282192654079910e+00
8.438925413188255220e+01,2.494333055284288392e+00
8.441925386673214859e+01,2.494345770941840179e+00
8.444925360158173078e+01,2.494256761338975892e+00
8.447925333643131296e+01,2.494354248046875000e+00
8.450925307128089514e+01,2.494303385416666519e+00
8.453925280613047732e+01,2.494252522786458481e+00
8.456925254098007372e+01,2.494280073377820983e+00
